idvisit,idvisitor,idaction_name,document,documenttime,documenttime_formatted,clone_name,search_cat,value,searchtime,searchtime_formatted,action,keyw_5,display_title_s,display_org_s,filename,display_source_s,crawler_used_s,doc_type,display_doc_type_s
41581,71339E3B3F85E3B4,169,CFR-2006-title48-vol4.pdf,Sun Nov 13 2022 13:26:11 GMT+0000 (Coordinated Universal Time),2022-11-13 13:26:00, gamechanger,GAMECHANGER_gamechanger_combined,a,Sun Nov 13 2022 13:26:01 GMT+0000 (Coordinated Universal Time),2022-11-13 13:26,Search,,CFR-2006-title48-vol4.pdf,,,,,,
41581,71339E3B3F85E3B4,169,Title 18 - Appendix.pdf,Sun Nov 13 2022 13:22:31 GMT+0000 (Coordinated Universal Time),2022-11-13 13:22:00, gamechanger,GAMECHANGER_gamechanger_combined,a,Sun Nov 13 2022 13:22:26 GMT+0000 (Coordinated Universal Time),2022-11-13 13:22,Search,united states; grand jury; advisory committee; supreme court; standards relating; classified information; gap report—rule; federal rules; nolo contendere; criminal procedure,Title 18: Appendix,United States Code,Title 18 - Appendix.pdf,,,Title,Title
41537,649A714086686CD4,3338,MCO 1900.16.pdf,Thu Nov 10 2022 15:19:57 GMT+0000 (Coordinated Universal Time),2022-11-10 15:19:00, gamechanger,GAMECHANGER_gamechanger_combined,office,Thu Nov 10 2022 15:19:42 GMT+0000 (Coordinated Universal Time),2022-11-10 15:19,Search,active duty; mmsr-2 phone; marine corps; administrative separation; separation authority; physical disability; enlisted marines; 784-9322/9323 dsn; mmsr-4 phone; retired pay,MCO 1900.16: SEPARATION AND RETIREMENT MANUAL (SHORT TITLE: MARCORSEPMAN),US Marine Corps,MCO 1900.16.pdf,,,MCO,Document
41537,649A714086686CD4,3338,MCO 1900.16.pdf,Thu Nov 10 2022 15:19:56 GMT+0000 (Coordinated Universal Time),2022-11-10 15:19:00, gamechanger,GAMECHANGER_gamechanger_combined,office,Thu Nov 10 2022 15:19:42 GMT+0000 (Coordinated Universal Time),2022-11-10 15:19,Search,active duty; mmsr-2 phone; marine corps; administrative separation; separation authority; physical disability; enlisted marines; 784-9322/9323 dsn; mmsr-4 phone; retired pay,MCO 1900.16: SEPARATION AND RETIREMENT MANUAL (SHORT TITLE: MARCORSEPMAN),US Marine Corps,MCO 1900.16.pdf,,,MCO,Document
41479,C1901A17E882E682,12047,DoDI 5205.08.pdf,Thu Nov 10 2022 13:01:57 GMT+0000 (Coordinated Universal Time),2022-11-10 13:01:00, gamechanger,GAMECHANGER_gamechanger_combined,dodi 5205.08,Thu Nov 10 2022 13:01:33 GMT+0000 (Coordinated Universal Time),2022-11-10 13:01,Search,dodi 08; february 16; cryptographic information; public release; national policy; keying material; intelligence effective; inspector general; granted access; grant access,DoDI 5205.08: Access to Classified Cryptographic Information,Uncategorized,DoDI 5205.08.pdf,,,DoDI,Uncategorized
41479,C1901A17E882E682,12047,DoDI 5205.08.pdf,Thu Nov 10 2022 13:01:56 GMT+0000 (Coordinated Universal Time),2022-11-10 13:01:00, gamechanger,GAMECHANGER_gamechanger_combined,dodi 5205.08,Thu Nov 10 2022 13:01:33 GMT+0000 (Coordinated Universal Time),2022-11-10 13:01,Search,dodi 08; february 16; cryptographic information; public release; national policy; keying material; intelligence effective; inspector general; granted access; grant access,DoDI 5205.08: Access to Classified Cryptographic Information,Uncategorized,DoDI 5205.08.pdf,,,DoDI,Uncategorized
41469,7F06C04D59BD8360,12013,EDAPDF-5931CFC68192750CE05400215A9BA3BA-FA702217C0007-empty-empty-P00001-PDS-2017-09-14.pdf,Thu Nov 10 2022 12:51:36 GMT+0000 (Coordinated Universal Time),2022-11-10 12:51:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-5931CFC68192750CE05400215A9BA3BA-FA702217C0007-empty-empty-P00001-PDS-2017-09-14.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-5931CFC68192750CE05400215A9BA3BA-FA702217C0007-empty-empty-P00001-PDS-2017-09-14.pdf,Thu Nov 10 2022 12:51:35 GMT+0000 (Coordinated Universal Time),2022-11-10 12:51:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-5931CFC68192750CE05400215A9BA3BA-FA702217C0007-empty-empty-P00001-PDS-2017-09-14.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-7f3db086-d852-4a04-9738-0777f2d4668e-FA330018D0001-FA330020F0021-empty-empty-PDS-2019-12-31.pdf,Thu Nov 10 2022 12:24:58 GMT+0000 (Coordinated Universal Time),2022-11-10 12:24:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-7f3db086-d852-4a04-9738-0777f2d4668e-FA330018D0001-FA330020F0021-empty-empty-PDS-2019-12-31.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-0d41d1df-aabe-4f70-9aee-80ef06c8f229-N0042118D0030-N0042119F0425-empty-P00019-PDS-2019-12-11.pdf,Thu Nov 10 2022 12:17:09 GMT+0000 (Coordinated Universal Time),2022-11-10 12:17:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-0d41d1df-aabe-4f70-9aee-80ef06c8f229-N0042118D0030-N0042119F0425-empty-P00019-PDS-2019-12-11.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,Thu Nov 10 2022 12:14:18 GMT+0000 (Coordinated Universal Time),2022-11-10 12:14:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,Thu Nov 10 2022 12:14:17 GMT+0000 (Coordinated Universal Time),2022-11-10 12:14:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,Thu Nov 10 2022 12:11:30 GMT+0000 (Coordinated Universal Time),2022-11-10 12:11:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,Thu Nov 10 2022 12:11:29 GMT+0000 (Coordinated Universal Time),2022-11-10 12:11:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-0f556ab4-1ff1-429b-9585-b010da50a43f-FA807518D0004-FA807520F0016-empty-empty-PDS-2020-07-01.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,Thu Nov 10 2022 12:11:24 GMT+0000 (Coordinated Universal Time),2022-11-10 12:11:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,Thu Nov 10 2022 12:11:23 GMT+0000 (Coordinated Universal Time),2022-11-10 12:11:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,,,,,,
41469,7F06C04D59BD8360,12013,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,Thu Nov 10 2022 12:10:28 GMT+0000 (Coordinated Universal Time),2022-11-10 12:10:00, eda,GAMECHANGER_gamechanger_combined,AFP,Thu Nov 10 2022 11:48:54 GMT+0000 (Coordinated Universal Time),2022-11-10 11:48,Search,,EDAPDF-e5586039-99d4-4072-8cd0-79ad06c26118-GS00Q14OADU108-FA461020F0012-empty-empty-PDS-2020-03-17.pdf,,,,,,
